"","Attrition","BusinessTravel","Department","EducationField","Gender","JobRole","MaritalStatus","OverTime","Age_Group","DRate_Group","DistanceFromHome_Group","Education_Group","EmployeeNumber_Group","EnvironmentSat_Group","HourlyRate_Group","JobInvolvement_Group","JobLevel_Group","JobSatisfaction_Group","MonthlyIncome_Group","MonthlyRate_Group","NumCompaniesWorked_Group","PercentSalaryHike_Group","PerformanceRating_Group","RelationshipSatisfaction_Group","StockOptionLevel_Group","TotalWorkingYears_Group","TrainingTimesLastYear_Group","WorkLifeBalance_Group","YearsAtCompany_Group","YearsInCurrentRole_Group","YearsSinceLastPromotion_Group","YearsWithCurrManager_Group"
"1107","No","Travel_Rarely","Sales","Medical","Male","Sales Executive","Single","No","young","low","long","3","high","satisfactory","low","3","2","satisfactory","medium","low","medium","[12,14)","3","1","0","[0,6)","[3,6]","3","[5,9)","[3,7)","[1,15]","[2,3)"
"1108","No","Travel_Rarely","Research & Development","Medical","Male","Manufacturing Director","Divorced","Yes","mid","medium","medium","2","medium","unsatisfactory","low","2","2","unsatisfactory","high","medium","medium","[11,12)","3","3","1","[13,28]","[2,3)","3","[3,5)","[2,3)","[0,1)","[2,3)"
"1109","Yes","Travel_Rarely","Research & Development","Other","Male","Laboratory Technician","Married","Yes","young","low","medium","4","low","unsatisfactory","medium","1","1","unsatisfactory","low","low","medium","[11,12)","3","4","0","[6,10)","[3,6]","2","[5,9)","[7,18]","[0,1)","[7,14]"
"1110","Yes","Travel_Rarely","Sales","Life Sciences","Male","Sales Representative","Married","No","young","low","medium","2","high","unsatisfactory","medium","2","1","unsatisfactory","medium","medium","large","[12,14)","3","1","0","[6,10)","[2,3)","3","[3,5)","[2,3)","[1,15]","[2,3)"
"1111","No","Travel_Rarely","Sales","Marketing","Male","Sales Executive","Divorced","No","young","high","long","2","low","satisfactory","low","3","2","satisfactory","high","medium","medium","[14,18)","3","4","1","[10,13)","[2,3)","3","[3,5)","[2,3)","[0,1)","[2,3)"
"1112","No","Travel_Rarely","Research & Development","Medical","Male","Healthcare Representative","Married","Yes","mid","medium","long","3","high","unsatisfactory","medium","1","2","satisfactory","medium","high","large","[14,18)","3","3","1","[13,28]","[2,3)","3","[0,3)","[0,2)","[1,15]","[0,2)"
"1113","No","Travel_Rarely","Sales","Marketing","Female","Sales Executive","Married","No","mid","high","long","4","high","unsatisfactory","high","2","2","satisfactory","high","medium","large","[12,14)","3","1","1","[6,10)","[2,3)","2","[5,9)","[3,7)","[0,1)","[0,2)"
"1114","No","Travel_Frequently","Sales","Technical Degree","Female","Sales Representative","Married","No","young","high","long","3","medium","satisfactory","high","3","1","satisfactory","low","medium","medium","[14,18)","3","2","1","[0,6)","[3,6]","3","[3,5)","[0,2)","[0,1)","[2,3)"
"1115","No","Travel_Rarely","Research & Development","Other","Male","Healthcare Representative","Married","Yes","elder","high","long","4","low","satisfactory","low","3","2","satisfactory","medium","high","medium","[12,14)","3","4","0","[6,10)","[3,6]","4","[3,5)","[2,3)","[1,15]","[3,7)"
"1116","No","Travel_Rarely","Research & Development","Other","Male","Manager","Married","Yes","elder","high","short","4","low","satisfactory","low","3","5","satisfactory","high","low","large","[12,14)","3","1","1","[13,28]","[2,3)","4","[0,3)","[2,3)","[0,1)","[0,2)"
"1117","No","Travel_Rarely","Research & Development","Medical","Female","Laboratory Technician","Divorced","No","young","low","medium","3","high","unsatisfactory","medium","4","1","satisfactory","medium","medium","large","[12,14)","3","2","1","[0,6)","[0,2)","2","[0,3)","[2,3)","[1,15]","[2,3)"
"1118","No","Travel_Rarely","Research & Development","Medical","Female","Manager","Married","No","elder","medium","medium","3","high","unsatisfactory","high","2","5","satisfactory","high","high","large","[12,14)","3","4","0","[13,28]","[2,3)","3","[9,40]","[7,18]","[1,15]","[7,14]"
"1119","No","Non-Travel","Sales","Life Sciences","Male","Sales Executive","Single","No","elder","medium","long","2","high","unsatisfactory","high","2","2","unsatisfactory","high","high","large","[14,18)","3","3","0","[6,10)","[3,6]","3","[0,3)","[2,3)","[1,15]","[2,3)"
"1120","No","Travel_Rarely","Research & Development","Medical","Female","Manufacturing Director","Divorced","No","young","high","long","1","medium","satisfactory","low","2","2","satisfactory","medium","high","medium","[14,18)","3","2","2","[0,6)","[3,6]","3","[3,5)","[2,3)","[1,15]","[2,3)"
"1121","No","Travel_Rarely","Research & Development","Life Sciences","Male","Healthcare Representative","Single","No","elder","medium","long","4","high","satisfactory","low","3","2","unsatisfactory","medium","low","large","[14,18)","3","4","0","[13,28]","[3,6]","3","[9,40]","[7,18]","[0,1)","[7,14]"
"1122","Yes","Travel_Frequently","Research & Development","Life Sciences","Male","Laboratory Technician","Married","No","mid","low","medium","4","high","satisfactory","high","3","2","unsatisfactory","medium","low","large","[14,18)","3","3","1","[10,13)","[3,6]","2","[5,9)","[0,2)","[0,1)","[7,14]"
"1123","No","Travel_Frequently","Research & Development","Life Sciences","Female","Laboratory Technician","Married","No","young","low","short","1","high","satisfactory","high","3","1","unsatisfactory","low","low","small","[12,14)","3","3","3","[0,6)","[3,6]","3","[3,5)","[2,3)","[0,1)","[2,3)"
"1124","No","Travel_Rarely","Sales","Marketing","Female","Sales Executive","Divorced","Yes","elder","medium","medium","1","high","satisfactory","high","3","3","satisfactory","high","high","small","[12,14)","3","4","1","[13,28]","[3,6]","4","[9,40]","[7,18]","[1,15]","[3,7)"
"1125","Yes","Travel_Rarely","Research & Development","Technical Degree","Male","Laboratory Technician","Single","No","young","low","medium","3","medium","unsatisfactory","high","3","1","unsatisfactory","low","medium","medium","[18,25]","3","2","0","[0,6)","[2,3)","3","[0,3)","[0,2)","[0,1)","[0,2)"
"1126","No","Non-Travel","Sales","Technical Degree","Female","Sales Executive","Single","Yes","mid","low","long","3","medium","satisfactory","high","3","2","satisfactory","medium","high","medium","[12,14)","3","2","0","[6,10)","[0,2)","3","[5,9)","[3,7)","[1,15]","[3,7)"
"1127","No","Travel_Rarely","Sales","Life Sciences","Male","Sales Executive","Married","No","young","medium","medium","3","medium","satisfactory","medium","4","2","unsatisfactory","medium","medium","small","[18,25]","4","3","1","[0,6)","[3,6]","3","[3,5)","[2,3)","[1,15]","[2,3)"
"1128","No","Travel_Rarely","Research & Development","Medical","Female","Laboratory Technician","Divorced","Yes","elder","low","short","3","low","satisfactory","medium","2","1","unsatisfactory","low","low","small","[11,12)","3","3","1","[10,13)","[3,6]","3","[9,40]","[3,7)","[1,15]","[7,14]"
"1129","No","Travel_Rarely","Research & Development","Medical","Male","Research Director","Married","Yes","elder","high","short","4","low","satisfactory","low","3","4","satisfactory","high","high","large","[14,18)","3","4","3","[13,28]","[3,6]","2","[5,9)","[3,7)","[1,15]","[3,7)"
"1130","Yes","Travel_Frequently","Sales","Life Sciences","Male","Sales Executive","Divorced","No","elder","medium","short","4","high","unsatisfactory","high","3","2","satisfactory","high","medium","large","[12,14)","3","4","2","[10,13)","[3,6]","3","[5,9)","[3,7)","[0,1)","[0,2)"
"1131","No","Travel_Frequently","Research & Development","Medical","Male","Research Scientist","Divorced","Yes","elder","high","medium","4","medium","satisfactory","low","3","1","unsatisfactory","low","high","large","[14,18)","3","4","1","[0,6)","[2,3)","3","[0,3)","[0,2)","[0,1)","[0,2)"
"1132","No","Travel_Rarely","Research & Development","Medical","Female","Laboratory Technician","Married","Yes","elder","high","short","3","low","satisfactory","high","4","1","unsatisfactory","low","low","large","[18,25]","4","1","3","[10,13)","[3,6]","2","[0,3)","[0,2)","[0,1)","[0,2)"
"1133","Yes","Travel_Rarely","Sales","Marketing","Male","Sales Executive","Single","Yes","mid","low","short","4","high","satisfactory","high","2","2","unsatisfactory","high","high","large","[12,14)","3","3","0","[6,10)","[3,6]","2","[0,3)","[2,3)","[1,15]","[2,3)"
"1134","No","Travel_Rarely","Research & Development","Life Sciences","Female","Manufacturing Director","Married","No","mid","medium","medium","3","medium","satisfactory","high","2","2","satisfactory","medium","high","medium","[12,14)","3","3","1","[13,28]","[3,6]","3","[9,40]","[7,18]","[1,15]","[7,14]"
"1135","No","Travel_Rarely","Sales","Medical","Female","Sales Executive","Single","No","young","low","short","2","high","unsatisfactory","high","4","2","satisfactory","medium","high","small","[14,18)","3","2","0","[6,10)","[3,6]","2","[5,9)","[7,18]","[0,1)","[7,14]"
"1136","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Director","Married","No","elder","high","long","2","high","satisfactory","medium","2","4","satisfactory","high","low","medium","[18,25]","4","1","1","[13,28]","[3,6]","3","[9,40]","[7,18]","[1,15]","[7,14]"
"1137","No","Travel_Rarely","Research & Development","Medical","Male","Manager","Single","Yes","elder","low","short","3","low","satisfactory","high","3","5","unsatisfactory","high","high","small","[14,18)","3","3","0","[10,13)","[2,3)","3","[9,40]","[7,18]","[1,15]","[7,14]"
"1138","No","Travel_Frequently","Human Resources","Other","Male","Human Resources","Married","Yes","mid","high","short","4","high","satisfactory","high","3","1","unsatisfactory","low","low","small","[11,12)","3","2","1","[6,10)","[2,3)","3","[5,9)","[2,3)","[1,15]","[2,3)"
"1139","No","Travel_Rarely","Sales","Other","Female","Sales Executive","Divorced","Yes","young","high","medium","2","high","unsatisfactory","high","3","2","satisfactory","medium","medium","small","[18,25]","4","2","1","[6,10)","[3,6]","2","[5,9)","[3,7)","[0,1)","[3,7)"
"1140","No","Travel_Rarely","Research & Development","Life Sciences","Female","Healthcare Representative","Married","No","mid","medium","medium","4","high","unsatisfactory","low","3","3","unsatisfactory","high","high","large","[12,14)","3","3","2","[6,10)","[3,6]","3","[3,5)","[2,3)","[0,1)","[2,3)"
"1141","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","Divorced","No","mid","high","medium","2","high","unsatisfactory","medium","3","1","satisfactory","medium","medium","medium","[18,25]","3","4","2","[10,13)","[0,2)","4","[5,9)","[2,3)","[0,1)","[3,7)"
"1142","Yes","Travel_Rarely","Research & Development","Medical","Male","Manufacturing Director","Single","No","mid","low","long","4","high","satisfactory","medium","3","2","unsatisfactory","medium","low","medium","[14,18)","3","2","0","[10,13)","[3,6]","1","[9,40]","[3,7)","[0,1)","[7,14]"
"1143","No","Travel_Rarely","Human Resources","Human Resources","Male","Human Resources","Married","No","mid","low","short","3","medium","unsatisfactory","high","3","1","satisfactory","low","low","medium","[12,14)","3","4","1","[0,6)","[2,3)","3","[5,9)","[3,7)","[1,15]","[3,7)"
"1144","No","Travel_Rarely","Sales","Marketing","Female","Sales Executive","Single","Yes","mid","low","short","3","medium","satisfactory","high","3","2","unsatisfactory","medium","low","small","[12,14)","3","4","0","[0,6)","[3,6]","3","[3,5)","[2,3)","[0,1)","[2,3)"
"1145","No","Travel_Frequently","Research & Development","Other","Male","Laboratory Technician","Married","No","young","high","medium","3","high","satisfactory","medium","4","1","satisfactory","low","low","small","[18,25]","3","1","1","[6,10)","[3,6]","3","[5,9)","[7,18]","[1,15]","[7,14]"
"1146","No","Travel_Rarely","Sales","Marketing","Male","Sales Executive","Married","Yes","mid","low","short","3","low","satisfactory","medium","3","2","satisfactory","high","low","large","[11,12)","3","3","1","[13,28]","[3,6]","2","[3,5)","[0,2)","[1,15]","[0,2)"
"1147","No","Travel_Rarely","Sales","Life Sciences","Female","Sales Executive","Married","No","elder","high","long","2","low","satisfactory","high","3","2","satisfactory","medium","medium","large","[11,12)","3","3","1","[13,28]","[2,3)","2","[5,9)","[7,18]","[0,1)","[7,14]"
"1148","No","Travel_Rarely","Human Resources","Life Sciences","Male","Human Resources","Single","No","elder","low","short","3","high","unsatisfactory","high","3","1","satisfactory","low","low","small","[12,14)","3","2","0","[10,13)","[3,6]","3","[9,40]","[7,18]","[1,15]","[7,14]"
"1149","No","Travel_Frequently","Sales","Life Sciences","Male","Manager","Divorced","Yes","elder","low","medium","3","medium","satisfactory","high","3","5","unsatisfactory","high","high","large","[18,25]","4","1","1","[10,13)","[3,6]","2","[9,40]","[7,18]","[1,15]","[7,14]"
"1150","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","Single","No","young","medium","medium","2","medium","satisfactory","medium","3","1","unsatisfactory","low","low","medium","[18,25]","4","3","0","[0,6)","[3,6]","3","[0,3)","[0,2)","[0,1)","[0,2)"
"1151","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","Single","No","elder","high","short","4","high","satisfactory","low","2","1","satisfactory","low","low","medium","[14,18)","3","4","0","[6,10)","[2,3)","3","[0,3)","[2,3)","[1,15]","[2,3)"
"1152","No","Travel_Rarely","Research & Development","Medical","Female","Healthcare Representative","Single","Yes","mid","medium","long","4","high","unsatisfactory","low","3","2","satisfactory","medium","low","large","[14,18)","3","3","0","[10,13)","[3,6]","3","[5,9)","[2,3)","[0,1)","[3,7)"
"1153","No","Travel_Frequently","Research & Development","Life Sciences","Male","Laboratory Technician","Married","Yes","mid","high","short","2","low","satisfactory","low","3","1","satisfactory","low","medium","medium","[18,25]","4","3","1","[0,6)","[3,6]","3","[0,3)","[0,2)","[0,1)","[0,2)"
"1154","No","Non-Travel","Research & Development","Medical","Male","Research Scientist","Divorced","No","elder","high","medium","3","low","satisfactory","low","4","1","satisfactory","low","low","large","[14,18)","3","4","3","[6,10)","[3,6]","4","[5,9)","[3,7)","[1,15]","[2,3)"
"1155","No","Travel_Frequently","Human Resources","Medical","Male","Manager","Married","No","elder","high","short","3","low","unsatisfactory","high","3","5","unsatisfactory","high","low","medium","[11,12)","3","3","1","[10,13)","[2,3)","3","[9,40]","[3,7)","[1,15]","[7,14]"
"1156","No","Travel_Frequently","Research & Development","Life Sciences","Male","Research Scientist","Single","Yes","mid","low","medium","4","medium","satisfactory","high","3","2","satisfactory","medium","low","medium","[11,12)","3","2","0","[6,10)","[3,6]","3","[9,40]","[3,7)","[1,15]","[0,2)"
"1157","No","Travel_Rarely","Research & Development","Medical","Male","Manufacturing Director","Married","Yes","mid","low","short","3","low","unsatisfactory","low","3","2","satisfactory","medium","medium","medium","[18,25]","4","2","1","[6,10)","[3,6]","3","[9,40]","[7,18]","[1,15]","[7,14]"
"1158","No","Travel_Rarely","Research & Development","Medical","Female","Research Director","Divorced","Yes","elder","medium","medium","2","low","unsatisfactory","low","2","5","satisfactory","high","medium","large","[12,14)","3","4","1","[10,13)","[2,3)","2","[9,40]","[3,7)","[1,15]","[7,14]"
"1159","Yes","Travel_Rarely","Human Resources","Medical","Female","Human Resources","Married","Yes","young","medium","long","2","high","satisfactory","medium","3","1","unsatisfactory","low","low","small","[11,12)","3","3","0","[6,10)","[3,6]","3","[5,9)","[0,2)","[1,15]","[3,7)"
"1160","No","Travel_Rarely","Research & Development","Life Sciences","Female","Research Scientist","Single","No","young","high","medium","2","low","satisfactory","medium","3","1","satisfactory","low","low","medium","[18,25]","4","4","0","[0,6)","[3,6]","3","[5,9)","[3,7)","[0,1)","[2,3)"
